,X,subject,trialN,subj_idx,response,rt,task,relativeValue,totalValue,memSlideScore,memChoiceScore,Left_sum,Right_sum,absRelativeValue,accuracy,arr_L,arr_R,N_L,N_R,L-R,|L-R|,trial_total,order,nValDiff,task2,value_type
102,102,hwrblsy3h,112,27,1,0.7242,experiment_FR,10,56,4,0.7,33,23,10,1,"[1, 8, 6, 7, 6, 5]","[2, 1, 4, 8, 2, 6]",5,5,0,0,103,FR_VB,0,Accuracy-Based Reward,Middle-Value
103,103,hwrblsy3h,113,27,0,0.6899,experiment_FR,-8,62,4,0.7,27,35,8,1,"[4, 4, 7, 2, 6, 4]","[8, 6, 3, 7, 8, 3]",4,4,0,0,104,FR_VB,0,Accuracy-Based Reward,High-Value
104,104,hwrblsy3h,114,27,0,0.7485,experiment_FR,-17,61,4,0.7,22,39,17,1,"[2, 2, 3, 2, 7, 6]","[8, 6, 7, 3, 7, 8]",4,4,0,0,105,FR_VB,0,Accuracy-Based Reward,High-Value
105,105,hwrblsy3h,115,27,1,1.2373,experiment_FR,1,57,4,0.7,29,28,1,1,"[5, 3, 7, 4, 7, 3]","[6, 6, 6, 2, 6, 2]",4,2,2,2,106,FR_VB,2,Accuracy-Based Reward,Middle-Value
106,106,hwrblsy3h,116,27,1,0.5537,experiment_FR,3,63,4,0.7,33,30,3,1,"[5, 6, 7, 4, 3, 8]","[3, 6, 8, 1, 5, 7]",6,6,0,0,107,FR_VB,0,Accuracy-Based Reward,High-Value
107,107,hwrblsy3h,117,27,1,0.6267,experiment_FR,13,49,4,0.7,31,18,13,1,"[3, 5, 8, 6, 5, 4]","[4, 1, 1, 8, 1, 3]",5,4,1,1,108,FR_VB,1,Accuracy-Based Reward,Middle-Value
108,108,hwrblsy3h,118,27,1,0.662,experiment_FR,2,54,4,0.7,28,26,2,1,"[5, 4, 6, 1, 8, 4]","[3, 7, 6, 2, 3, 5]",5,5,0,0,109,FR_VB,0,Accuracy-Based Reward,Middle-Value
109,109,hwrblsy3h,119,27,0,0.6991,experiment_FR,-13,71,4,0.7,29,42,13,1,"[5, 3, 5, 4, 4, 8]","[6, 6, 8, 8, 6, 8]",4,2,2,2,110,FR_VB,2,Accuracy-Based Reward,High-Value
110,110,hwrblsy3h,120,27,1,0.908,experiment_FR,8,58,4,0.7,33,25,8,1,"[6, 6, 5, 6, 2, 8]","[6, 7, 2, 1, 8, 1]",4,5,-1,1,111,FR_VB,1,Accuracy-Based Reward,Middle-Value
111,111,hwrblsy3h,121,27,0,1.0748,experiment_FR,-4,56,4,0.7,26,30,4,1,"[1, 1, 6, 7, 8, 3]","[5, 1, 3, 7, 6, 8]",5,6,-1,1,112,FR_VB,1,Accuracy-Based Reward,Middle-Value
112,112,hwrblsy3h,122,27,1,1.4735,experiment_FR,5,55,4,0.7,30,25,5,1,"[7, 2, 6, 6, 4, 5]","[5, 4, 2, 3, 7, 4]",5,5,0,0,113,FR_VB,0,Accuracy-Based Reward,Middle-Value
113,113,hwrblsy3h,123,27,1,0.9833,experiment_FR,2,54,4,0.7,28,26,2,1,"[3, 6, 2, 7, 5, 5]","[3, 6, 7, 2, 7, 1]",5,5,0,0,114,FR_VB,0,Accuracy-Based Reward,Middle-Value
114,114,hwrblsy3h,124,27,1,0.78,experiment_FR,11,57,4,0.7,34,23,11,1,"[6, 6, 7, 8, 2, 5]","[3, 5, 6, 1, 2, 6]",5,5,0,0,115,FR_VB,0,Accuracy-Based Reward,Middle-Value
115,115,hwrblsy3h,125,27,1,0.6022,experiment_FR,19,69,4,0.7,44,25,19,1,"[8, 8, 6, 8, 8, 6]","[2, 8, 5, 4, 3, 3]",2,5,-3,3,116,FR_VB,3,Accuracy-Based Reward,High-Value
116,116,hwrblsy3h,126,27,1,0.712,experiment_FR,8,46,4,0.7,27,19,8,1,"[5, 4, 2, 8, 6, 2]","[5, 1, 7, 2, 2, 2]",5,4,1,1,117,FR_VB,1,Accuracy-Based Reward,Low-Value
117,117,hwrblsy3h,127,27,1,0.7068,experiment_FR,8,46,4,0.7,27,19,8,1,"[6, 6, 3, 1, 3, 8]","[6, 3, 1, 1, 4, 4]",4,4,0,0,118,FR_VB,0,Accuracy-Based Reward,Low-Value
118,118,hwrblsy3h,128,27,1,0.4313,experiment_FR,5,55,4,0.7,30,25,5,1,"[3, 5, 8, 4, 8, 2]","[8, 3, 2, 5, 4, 3]",5,5,0,0,119,FR_VB,0,Accuracy-Based Reward,Middle-Value
119,119,hwrblsy3h,129,27,1,0.7881,experiment_FR,-1,43,4,0.7,21,22,1,0,"[7, 1, 4, 1, 7, 1]","[1, 7, 5, 3, 5, 1]",3,4,-1,1,120,FR_VB,1,Accuracy-Based Reward,Low-Value
120,120,hwrblsy3h,130,27,0,0.6581,experiment_FR,-7,57,4,0.7,25,32,7,1,"[1, 6, 3, 6, 3, 6]","[2, 8, 5, 1, 8, 8]",3,4,-1,1,121,FR_VB,1,Accuracy-Based Reward,Middle-Value
121,121,hwrblsy3h,131,27,0,0.6666,experiment_FR,-10,56,4,0.7,23,33,10,1,"[3, 8, 1, 4, 5, 2]","[3, 8, 3, 7, 6, 6]",6,4,2,2,122,FR_VB,2,Accuracy-Based Reward,Middle-Value
122,122,hwrblsy3h,132,27,0,0.7783,experiment_FR,-8,68,4,0.7,30,38,8,1,"[3, 6, 7, 2, 8, 4]","[7, 4, 8, 8, 5, 6]",6,5,1,1,123,FR_VB,1,Accuracy-Based Reward,High-Value
123,123,hwrblsy3h,133,27,1,0.9506,experiment_FR,16,50,4,0.7,33,17,16,1,"[4, 5, 4, 7, 5, 8]","[1, 3, 3, 2, 6, 2]",4,4,0,0,124,FR_VB,0,Accuracy-Based Reward,Middle-Value
124,124,hwrblsy3h,134,27,1,1.0609,experiment_FR,-6,68,4,0.7,31,37,6,0,"[1, 6, 6, 8, 2, 8]","[6, 4, 6, 8, 6, 7]",4,4,0,0,125,FR_VB,0,Accuracy-Based Reward,High-Value
125,125,hwrblsy3h,135,27,1,0.988,experiment_FR,6,60,4,0.7,33,27,6,1,"[6, 3, 5, 5, 7, 7]","[8, 3, 8, 4, 3, 1]",4,4,0,0,126,FR_VB,0,Accuracy-Based Reward,High-Value
126,126,hwrblsy3h,136,27,1,0.8344,experiment_FR,7,69,4,0.7,38,31,7,1,"[6, 3, 7, 8, 7, 7]","[7, 4, 1, 5, 8, 6]",4,6,-2,2,127,FR_VB,2,Accuracy-Based Reward,High-Value
127,127,hwrblsy3h,137,27,0,0.8705,experiment_FR,-1,53,4,0.7,26,27,1,1,"[5, 3, 4, 2, 4, 8]","[3, 6, 5, 7, 2, 4]",5,6,-1,1,128,FR_VB,1,Accuracy-Based Reward,Middle-Value
128,128,hwrblsy3h,138,27,0,0.7639,experiment_FR,-1,67,4,0.7,33,34,1,1,"[5, 5, 7, 3, 8, 5]","[7, 7, 5, 2, 7, 6]",4,4,0,0,129,FR_VB,0,Accuracy-Based Reward,High-Value
129,129,hwrblsy3h,139,27,0,0.7834,experiment_FR,-6,54,4,0.7,24,30,6,1,"[6, 4, 2, 1, 5, 6]","[2, 4, 5, 4, 8, 7]",5,5,0,0,130,FR_VB,0,Accuracy-Based Reward,Middle-Value
130,130,hwrblsy3h,140,27,1,0.7327,experiment_FR,4,60,4,0.7,32,28,4,1,"[8, 8, 4, 2, 8, 2]","[4, 3, 4, 8, 2, 7]",3,5,-2,2,131,FR_VB,2,Accuracy-Based Reward,High-Value
131,131,hwrblsy3h,141,27,1,1.1795,experiment_FR,6,56,4,0.7,31,25,6,1,"[4, 7, 6, 4, 3, 7]","[3, 3, 5, 4, 7, 3]",4,4,0,0,132,FR_VB,0,Accuracy-Based Reward,Middle-Value
132,132,hwrblsy3h,142,27,0,1.1581,experiment_FR,-7,43,4,0.7,18,25,7,1,"[1, 1, 8, 1, 1, 6]","[1, 8, 4, 3, 4, 5]",3,5,-2,2,133,FR_VB,2,Accuracy-Based Reward,Low-Value
133,133,hwrblsy3h,143,27,1,1.239,experiment_FR,-2,56,4,0.7,27,29,2,0,"[7, 4, 8, 1, 2, 5]","[5, 7, 6, 4, 6, 1]",6,5,1,1,134,FR_VB,1,Accuracy-Based Reward,Middle-Value
134,134,hwrblsy3h,144,27,1,0.8316,experiment_FR,12,44,4,0.7,28,16,12,1,"[6, 5, 7, 4, 3, 3]","[2, 2, 1, 4, 2, 5]",5,4,1,1,135,FR_VB,1,Accuracy-Based Reward,Low-Value
135,135,hwrblsy3h,145,27,1,0.6411,experiment_FR,5,53,4,0.7,29,24,5,1,"[2, 1, 7, 5, 6, 8]","[4, 2, 5, 3, 8, 2]",6,5,1,1,136,FR_VB,1,Accuracy-Based Reward,Middle-Value
136,136,hwrblsy3h,146,27,1,0.5634,experiment_FR,-10,56,4,0.7,23,33,10,0,"[5, 2, 4, 8, 1, 3]","[5, 4, 5, 7, 4, 8]",6,4,2,2,137,FR_VB,2,Accuracy-Based Reward,Middle-Value
137,137,hwrblsy3h,150,27,1,1.0666,experiment_FR,13,55,4,0.7,34,21,13,1,"[5, 8, 7, 6, 6, 2]","[5, 1, 5, 4, 3, 3]",5,4,1,1,138,FR_VB,1,Accuracy-Based Reward,Middle-Value
138,275,ua60hkvff,1,48,1,1.0005,experiment_VB,2,54,3.6,0.4,28,26,2,1,"[3, 8, 3, 2, 7, 5]","[2, 5, 3, 5, 3, 8]",5,4,1,1,1,VB_FR,1,Value-Based Reward,Middle-Value
139,276,ua60hkvff,2,48,0,1.329,experiment_VB,6,54,3.6,0.4,30,24,6,0,"[8, 4, 4, 7, 2, 5]","[2, 6, 6, 5, 1, 4]",5,5,0,0,2,VB_FR,0,Value-Based Reward,Middle-Value
140,277,ua60hkvff,3,48,0,1.2034,experiment_VB,-8,40,3.6,0.4,16,24,8,1,"[5, 1, 5, 1, 2, 2]","[1, 6, 3, 1, 6, 7]",3,4,-1,1,3,VB_FR,1,Value-Based Reward,Low-Value
141,278,ua60hkvff,5,48,1,1.0258,experiment_VB,5,53,3.6,0.4,29,24,5,1,"[8, 7, 1, 5, 6, 2]","[2, 2, 3, 5, 4, 8]",6,5,1,1,4,VB_FR,1,Value-Based Reward,Middle-Value
142,279,ua60hkvff,6,48,1,0.9065,experiment_VB,11,59,3.6,0.4,35,24,11,1,"[5, 6, 1, 7, 8, 8]","[2, 7, 2, 5, 6, 2]",5,4,1,1,5,VB_FR,1,Value-Based Reward,Middle-Value
143,280,ua60hkvff,7,48,1,0.8319,experiment_VB,8,50,3.6,0.4,29,21,8,1,"[7, 6, 8, 3, 1, 4]","[4, 4, 1, 3, 6, 3]",6,4,2,2,6,VB_FR,2,Value-Based Reward,Middle-Value
144,281,ua60hkvff,8,48,1,1.148,experiment_VB,13,57,3.6,0.4,35,22,13,1,"[4, 7, 7, 8, 2, 7]","[2, 1, 2, 7, 8, 2]",4,4,0,0,7,VB_FR,0,Value-Based Reward,Middle-Value
145,282,ua60hkvff,11,48,0,1.4786,experiment_VB,-3,61,3.6,0.4,29,32,3,1,"[5, 2, 4, 7, 7, 4]","[5, 5, 8, 7, 1, 6]",4,5,-1,1,8,VB_FR,1,Value-Based Reward,High-Value
146,283,ua60hkvff,12,48,0,0.983,experiment_VB,5,65,3.6,0.4,35,30,5,0,"[7, 3, 8, 8, 3, 6]","[7, 8, 6, 3, 1, 5]",4,6,-2,2,9,VB_FR,2,Value-Based Reward,High-Value
147,284,ua60hkvff,13,48,1,1.3864,experiment_VB,6,54,3.6,0.4,30,24,6,1,"[6, 6, 3, 7, 3, 5]","[2, 7, 6, 4, 3, 2]",4,5,-1,1,10,VB_FR,1,Value-Based Reward,Middle-Value
148,285,ua60hkvff,14,48,1,1.8117,experiment_VB,3,51,3.6,0.4,27,24,3,1,"[7, 3, 5, 5, 2, 5]","[8, 2, 6, 3, 3, 2]",4,4,0,0,11,VB_FR,0,Value-Based Reward,Middle-Value
149,286,ua60hkvff,15,48,0,2.0578,experiment_VB,-6,64,3.6,0.4,29,35,6,1,"[3, 4, 6, 4, 8, 4]","[7, 6, 4, 4, 6, 8]",4,4,0,0,12,VB_FR,0,Value-Based Reward,High-Value
150,287,ua60hkvff,16,48,0,1.7676,experiment_VB,-6,56,3.6,0.4,25,31,6,1,"[8, 1, 6, 4, 3, 3]","[2, 8, 3, 2, 8, 8]",5,3,2,2,13,VB_FR,2,Value-Based Reward,Middle-Value
151,288,ua60hkvff,17,48,0,1.3097,experiment_VB,-3,51,3.6,0.4,24,27,3,1,"[2, 2, 6, 2, 7, 5]","[4, 6, 1, 6, 5, 5]",4,4,0,0,14,VB_FR,0,Value-Based Reward,Middle-Value
152,289,ua60hkvff,18,48,0,0.8486,experiment_VB,-11,57,3.6,0.4,23,34,11,1,"[2, 6, 5, 3, 1, 6]","[2, 7, 8, 5, 6, 6]",5,5,0,0,15,VB_FR,0,Value-Based Reward,Middle-Value
153,290,ua60hkvff,20,48,1,0.7245,experiment_VB,22,60,3.6,0.4,41,19,22,1,"[6, 8, 8, 6, 6, 7]","[1, 5, 2, 5, 4, 2]",3,4,-1,1,16,VB_FR,1,Value-Based Reward,High-Value
154,291,ua60hkvff,21,48,1,1.2417,experiment_VB,3,55,3.6,0.4,29,26,3,1,"[6, 5, 7, 3, 6, 2]","[5, 5, 8, 1, 4, 3]",5,5,0,0,17,VB_FR,0,Value-Based Reward,Middle-Value
155,292,ua60hkvff,22,48,0,1.5504,experiment_VB,-1,53,3.6,0.4,26,27,1,1,"[1, 6, 5, 4, 3, 7]","[6, 4, 4, 5, 3, 5]",6,4,2,2,18,VB_FR,2,Value-Based Reward,Middle-Value
156,293,ua60hkvff,23,48,1,1.0301,experiment_VB,13,55,3.6,0.4,34,21,13,1,"[7, 6, 8, 5, 6, 2]","[1, 4, 3, 5, 3, 5]",5,4,1,1,19,VB_FR,1,Value-Based Reward,Middle-Value
157,294,ua60hkvff,24,48,1,1.1828,experiment_VB,1,51,3.6,0.4,26,25,1,1,"[4, 6, 2, 6, 2, 6]","[6, 2, 7, 8, 1, 1]",3,5,-2,2,20,VB_FR,2,Value-Based Reward,Middle-Value
158,295,ua60hkvff,25,48,0,0.5474,experiment_VB,-6,52,3.6,0.4,23,29,6,1,"[4, 4, 4, 1, 4, 6]","[8, 6, 6, 6, 1, 2]",3,4,-1,1,21,VB_FR,1,Value-Based Reward,Middle-Value
159,296,ua60hkvff,26,48,1,0.8937,experiment_VB,3,49,3.6,0.4,26,23,3,1,"[7, 3, 7, 6, 2, 1]","[3, 4, 1, 8, 4, 3]",5,4,1,1,22,VB_FR,1,Value-Based Reward,Middle-Value
160,297,ua60hkvff,27,48,1,0.7573,experiment_VB,-1,33,3.6,0.4,16,17,1,0,"[1, 2, 1, 6, 5, 1]","[6, 4, 3, 2, 1, 1]",4,5,-1,1,23,VB_FR,1,Value-Based Reward,Low-Value
161,298,ua60hkvff,28,48,1,0.6754,experiment_VB,0,52,3.6,0.4,26,26,0,0,"[7, 5, 4, 1, 2, 7]","[1, 6, 3, 7, 4, 5]",5,6,-1,1,24,VB_FR,1,Value-Based Reward,Middle-Value
162,299,ua60hkvff,29,48,1,1.0088,experiment_VB,-3,59,3.6,0.4,28,31,3,0,"[7, 1, 5, 1, 6, 8]","[8, 5, 8, 1, 4, 5]",5,4,1,1,25,VB_FR,1,Value-Based Reward,Middle-Value
163,300,ua60hkvff,30,48,1,1.1529,experiment_VB,6,40,3.6,0.4,23,17,6,1,"[1, 8, 4, 3, 6, 1]","[3, 3, 5, 2, 3, 1]",5,4,1,1,26,VB_FR,1,Value-Based Reward,Low-Value
164,301,ua60hkvff,31,48,1,0.6597,experiment_VB,7,51,3.6,0.4,29,22,7,1,"[3, 8, 6, 2, 5, 5]","[2, 3, 5, 4, 6, 2]",5,5,0,0,27,VB_FR,0,Value-Based Reward,Middle-Value
165,302,ua60hkvff,32,48,1,0.8351,experiment_VB,1,55,3.6,0.4,28,27,1,1,"[6, 3, 3, 7, 5, 4]","[5, 1, 4, 3, 6, 8]",5,6,-1,1,28,VB_FR,1,Value-Based Reward,Middle-Value
166,303,ua60hkvff,33,48,1,0.6834,experiment_VB,8,48,3.6,0.4,28,20,8,1,"[4, 7, 6, 2, 3, 6]","[4, 3, 1, 3, 2, 7]",5,5,0,0,29,VB_FR,0,Value-Based Reward,Middle-Value
167,304,ua60hkvff,34,48,1,0.8764,experiment_VB,14,40,3.6,0.4,27,13,14,1,"[6, 4, 5, 3, 5, 4]","[3, 1, 1, 1, 4, 3]",4,3,1,1,30,VB_FR,1,Value-Based Reward,Low-Value
168,305,ua60hkvff,35,48,1,1.708,experiment_VB,0,54,3.6,0.4,27,27,0,1,"[8, 4, 3, 4, 2, 6]","[3, 6, 3, 5, 4, 6]",5,4,1,1,31,VB_FR,1,Value-Based Reward,Middle-Value
169,306,ua60hkvff,36,48,0,1.3242,experiment_VB,-7,47,3.6,0.4,20,27,7,1,"[5, 1, 3, 3, 6, 2]","[7, 8, 1, 1, 2, 8]",5,4,1,1,32,VB_FR,1,Value-Based Reward,Low-Value
170,307,ua60hkvff,37,48,0,1.2938,experiment_VB,-8,56,3.6,0.4,24,32,8,1,"[1, 7, 6, 2, 6, 2]","[4, 3, 5, 8, 4, 8]",4,4,0,0,33,VB_FR,0,Value-Based Reward,Middle-Value
171,308,ua60hkvff,38,48,1,1.0662,experiment_VB,-4,48,3.6,0.4,22,26,4,0,"[3, 5, 3, 7, 3, 1]","[4, 3, 4, 4, 3, 8]",4,3,1,1,34,VB_FR,1,Value-Based Reward,Middle-Value
172,309,ua60hkvff,39,48,0,0.8876,experiment_VB,-8,58,3.6,0.4,25,33,8,1,"[6, 1, 1, 7, 8, 2]","[6, 6, 6, 5, 2, 8]",5,4,1,1,35,VB_FR,1,Value-Based Reward,Middle-Value
173,310,ua60hkvff,40,48,1,1.1987,experiment_VB,3,49,3.6,0.4,26,23,3,1,"[4, 7, 5, 6, 3, 1]","[5, 1, 6, 1, 2, 8]",6,5,1,1,36,VB_FR,1,Value-Based Reward,Middle-Value
174,311,ua60hkvff,41,48,1,0.9729,experiment_VB,5,65,3.6,0.4,35,30,5,1,"[8, 5, 3, 4, 8, 7]","[6, 6, 8, 7, 1, 2]",5,5,0,0,37,VB_FR,0,Value-Based Reward,High-Value
175,312,ua60hkvff,42,48,0,1.7103,experiment_VB,3,63,3.6,0.4,33,30,3,0,"[7, 4, 8, 4, 2, 8]","[6, 4, 7, 1, 6, 6]",4,4,0,0,38,VB_FR,0,Value-Based Reward,High-Value
176,313,ua60hkvff,43,48,1,0.941,experiment_VB,10,56,3.6,0.4,33,23,10,1,"[5, 4, 7, 4, 8, 5]","[4, 2, 5, 1, 8, 3]",4,6,-2,2,39,VB_FR,2,Value-Based Reward,Middle-Value
177,314,ua60hkvff,44,48,1,1.2973,experiment_VB,-4,48,3.6,0.4,22,26,4,0,"[3, 7, 2, 4, 5, 1]","[6, 8, 6, 3, 1, 2]",6,5,1,1,40,VB_FR,1,Value-Based Reward,Middle-Value
178,315,ua60hkvff,45,48,0,1.1922,experiment_VB,-3,47,3.6,0.4,22,25,3,1,"[2, 1, 8, 2, 8, 1]","[8, 3, 4, 4, 3, 3]",3,3,0,0,41,VB_FR,0,Value-Based Reward,Low-Value
179,316,ua60hkvff,47,48,1,1.3411,experiment_VB,13,57,3.6,0.4,35,22,13,1,"[7, 4, 6, 7, 8, 3]","[2, 4, 6, 1, 3, 6]",5,5,0,0,42,VB_FR,0,Value-Based Reward,Middle-Value
180,317,ua60hkvff,49,48,1,1.494,experiment_VB,6,56,3.6,0.4,31,25,6,1,"[1, 4, 6, 6, 7, 7]","[2, 4, 5, 4, 7, 3]",4,5,-1,1,43,VB_FR,1,Value-Based Reward,Middle-Value
181,318,ua60hkvff,50,48,1,1.647,experiment_VB,3,37,3.6,0.4,20,17,3,1,"[4, 3, 2, 6, 2, 3]","[1, 4, 1, 2, 2, 7]",4,4,0,0,44,VB_FR,0,Value-Based Reward,Low-Value
182,319,ua60hkvff,51,48,1,1.4144,experiment_VB,8,60,3.6,0.4,34,26,8,1,"[8, 4, 7, 5, 5, 5]","[6, 1, 6, 1, 8, 4]",4,4,0,0,45,VB_FR,0,Value-Based Reward,High-Value
183,320,ua60hkvff,52,48,1,1.2011,experiment_VB,3,65,3.6,0.4,34,31,3,1,"[8, 8, 4, 7, 5, 2]","[4, 4, 8, 5, 3, 7]",5,5,0,0,46,VB_FR,0,Value-Based Reward,High-Value
184,321,ua60hkvff,53,48,0,1.8514,experiment_VB,-5,45,3.6,0.4,20,25,5,1,"[1, 1, 2, 4, 5, 7]","[3, 3, 3, 2, 6, 8]",5,4,1,1,47,VB_FR,1,Value-Based Reward,Low-Value
185,322,ua60hkvff,54,48,1,1.9065,experiment_VB,0,56,3.6,0.4,28,28,0,0,"[1, 6, 8, 5, 5, 3]","[6, 1, 8, 3, 5, 5]",5,5,0,0,48,VB_FR,0,Value-Based Reward,Middle-Value
186,323,ua60hkvff,55,48,0,0.8872,experiment_VB,-5,55,3.6,0.4,25,30,5,1,"[4, 5, 4, 3, 2, 7]","[4, 5, 2, 7, 6, 6]",5,5,0,0,49,VB_FR,0,Value-Based Reward,Middle-Value
187,324,ua60hkvff,56,48,1,1.8801,experiment_VB,8,46,3.6,0.4,27,19,8,1,"[5, 6, 2, 8, 2, 4]","[4, 3, 2, 1, 3, 6]",5,5,0,0,50,VB_FR,0,Value-Based Reward,Low-Value
188,325,ua60hkvff,57,48,0,1.0627,experiment_VB,-9,49,3.6,0.4,20,29,9,1,"[6, 4, 2, 1, 6, 1]","[5, 7, 4, 7, 3, 3]",4,4,0,0,51,VB_FR,0,Value-Based Reward,Middle-Value
189,326,ua60hkvff,58,48,1,1.6517,experiment_VB,3,49,3.6,0.4,26,23,3,1,"[3, 5, 3, 5, 7, 3]","[3, 1, 6, 5, 4, 4]",3,5,-2,2,52,VB_FR,2,Value-Based Reward,Middle-Value
190,327,ua60hkvff,59,48,0,0.8121,experiment_VB,-17,55,3.6,0.4,19,36,17,1,"[6, 2, 2, 3, 5, 1]","[4, 8, 8, 1, 7, 8]",5,4,1,1,53,VB_FR,1,Value-Based Reward,Middle-Value
191,328,ua60hkvff,60,48,1,1.6034,experiment_VB,6,68,3.6,0.4,37,31,6,1,"[4, 7, 8, 6, 6, 6]","[1, 2, 6, 6, 8, 8]",4,4,0,0,54,VB_FR,0,Value-Based Reward,High-Value
192,329,ua60hkvff,61,48,1,0.9467,experiment_VB,6,34,3.6,0.4,20,14,6,1,"[2, 4, 8, 1, 3, 2]","[4, 3, 2, 1, 1, 3]",5,4,1,1,55,VB_FR,1,Value-Based Reward,Low-Value
193,330,ua60hkvff,62,48,1,0.9895,experiment_VB,2,50,3.6,0.4,26,24,2,1,"[4, 8, 6, 4, 2, 2]","[5, 5, 1, 7, 1, 5]",4,3,1,1,56,VB_FR,1,Value-Based Reward,Middle-Value
194,331,ua60hkvff,63,48,1,0.9938,experiment_VB,9,47,3.6,0.4,28,19,9,1,"[5, 3, 8, 3, 3, 6]","[5, 2, 2, 5, 4, 1]",4,4,0,0,57,VB_FR,0,Value-Based Reward,Low-Value
195,332,ua60hkvff,64,48,0,1.2734,experiment_VB,-3,39,3.6,0.4,18,21,3,1,"[3, 3, 3, 5, 3, 1]","[4, 3, 3, 5, 1, 5]",3,4,-1,1,58,VB_FR,1,Value-Based Reward,Low-Value
196,333,ua60hkvff,65,48,1,0.684,experiment_VB,15,39,3.6,0.4,27,12,15,1,"[6, 1, 5, 5, 7, 3]","[2, 1, 1, 3, 2, 3]",5,3,2,2,59,VB_FR,2,Value-Based Reward,Low-Value
197,334,ua60hkvff,66,48,1,0.7476,experiment_VB,13,49,3.6,0.4,31,18,13,1,"[5, 8, 6, 3, 5, 4]","[1, 1, 4, 1, 3, 8]",5,4,1,1,60,VB_FR,1,Value-Based Reward,Middle-Value
198,335,ua60hkvff,67,48,1,0.9022,experiment_VB,9,75,3.6,0.4,42,33,9,1,"[7, 8, 7, 8, 7, 5]","[7, 6, 7, 1, 8, 4]",3,5,-2,2,61,VB_FR,2,Value-Based Reward,High-Value
199,336,ua60hkvff,68,48,0,0.9242,experiment_VB,-6,60,3.6,0.4,27,33,6,1,"[1, 3, 4, 8, 8, 3]","[7, 3, 5, 7, 5, 6]",4,4,0,0,62,VB_FR,0,Value-Based Reward,High-Value
200,337,ua60hkvff,69,48,1,0.8784,experiment_VB,4,50,3.6,0.4,27,23,4,1,"[2, 2, 8, 6, 5, 4]","[1, 1, 7, 4, 6, 4]",5,4,1,1,63,VB_FR,1,Value-Based Reward,Middle-Value
201,338,ua60hkvff,70,48,0,0.5533,experiment_VB,-11,65,3.6,0.4,27,38,11,1,"[7, 2, 6, 6, 3, 3]","[8, 7, 7, 5, 3, 8]",4,4,0,0,64,VB_FR,0,Value-Based Reward,High-Value
202,339,ua60hkvff,71,48,1,0.5533,experiment_VB,11,53,3.6,0.4,32,21,11,1,"[7, 6, 4, 3, 6, 6]","[1, 8, 6, 1, 2, 3]",4,5,-1,1,65,VB_FR,1,Value-Based Reward,Middle-Value
203,340,ua60hkvff,72,48,1,0.8535,experiment_VB,0,50,3.6,0.4,25,25,0,0,"[5, 2, 4, 6, 2, 6]","[8, 6, 4, 4, 1, 2]",4,5,-1,1,66,VB_FR,1,Value-Based Reward,Middle-Value
204,341,ua60hkvff,73,48,0,0.5334,experiment_VB,-7,47,3.6,0.4,20,27,7,1,"[1, 7, 4, 2, 1, 5]","[1, 6, 2, 6, 6, 6]",5,3,2,2,67,VB_FR,2,Value-Based Reward,Low-Value
205,342,ua60hkvff,74,48,0,0.8188,experiment_VB,-8,62,3.6,0.4,27,35,8,1,"[7, 4, 4, 6, 2, 4]","[7, 8, 3, 8, 3, 6]",4,4,0,0,68,VB_FR,0,Value-Based Reward,High-Value
206,343,ua60hkvff,75,48,0,0.9219,experiment_VB,5,31,3.6,0.4,18,13,5,0,"[3, 2, 3, 4, 3, 3]","[6, 1, 2, 2, 1, 1]",3,3,0,0,69,VB_FR,0,Value-Based Reward,Low-Value
207,344,ua60hkvff,76,48,1,0.7408,experiment_VB,17,61,3.6,0.4,39,22,17,1,"[7, 3, 7, 6, 8, 8]","[2, 7, 3, 6, 2, 2]",4,4,0,0,70,VB_FR,0,Value-Based Reward,High-Value
208,345,ua60hkvff,77,48,0,0.8031,experiment_VB,-7,51,3.6,0.4,22,29,7,1,"[4, 1, 7, 3, 2, 5]","[6, 5, 1, 5, 7, 5]",6,4,2,2,71,VB_FR,2,Value-Based Reward,Middle-Value
209,346,ua60hkvff,78,48,0,0.7253,experiment_VB,2,54,3.6,0.4,28,26,2,0,"[3, 4, 4, 2, 7, 8]","[7, 8, 5, 1, 4, 1]",5,5,0,0,72,VB_FR,0,Value-Based Reward,Middle-Value
210,347,ua60hkvff,79,48,0,1.4475,experiment_VB,3,55,3.6,0.4,29,26,3,0,"[1, 5, 4, 7, 8, 4]","[8, 8, 2, 3, 2, 3]",5,3,2,2,73,VB_FR,2,Value-Based Reward,Middle-Value
211,348,ua60hkvff,80,48,1,0.6363,experiment_VB,4,60,3.6,0.4,32,28,4,1,"[2, 8, 4, 2, 8, 8]","[4, 8, 7, 2, 3, 4]",3,5,-2,2,74,VB_FR,2,Value-Based Reward,High-Value
212,349,ua60hkvff,81,48,1,1.1564,experiment_VB,0,66,3.6,0.4,33,33,0,0,"[1, 5, 6, 8, 5, 8]","[3, 4, 6, 7, 7, 6]",4,4,0,0,75,VB_FR,0,Value-Based Reward,High-Value
213,350,ua60hkvff,82,48,0,1.1192,experiment_VB,-11,53,3.6,0.4,21,32,11,1,"[1, 8, 3, 4, 3, 2]","[5, 8, 4, 2, 6, 7]",5,6,-1,1,76,VB_FR,1,Value-Based Reward,Middle-Value
